Latitude,  Aircraft.Damage,  Longitude
32.651944,  2, 0
35.2975,  3, 0
38.373056,  2, 0
29.505,  2, 0
41.781389,  2, 0
26.538055,  2, 0
40.271667,  2, 0
47.3425,  2, 0
41.755,  2, 0
48.543889,  2, 0
36.691666,  3, 0
39.927223,  2, 0
38.505278,  2, 0
55.825,  2, 0
29.636944,  2, 0
42.028889,  2, 0
-11.793889,  2, 0
47.517778,  3, 0
37.828334,  2, 0
47.195555,  2, 0
34.833056,  2, 0
37.063056,  2, 0
38.489722,  2, 0
34.4075,  2, 0
38.622223,  3, 0
36.056111,  2, 0
34.341389,  2, 0
35.619167,  3, 0
29.18,  2, 0
40.164444,  3, 0
59.435555,  2, 0
37.766667,  2, 0
34.257222,  3, 0
39.098055,  3, 0
40.616945,  2, 0
44.827223,  2, 0
39.581667,  2, 0
37.093055,  2, 0
48.385,  2, 0
41.448611,  2, 0
33.45,  2, 0
43.189444,  2, 0
42.469723,  2, 0
41.635555,  3, 0
37.683333,  2, 0
42.5075,  2, 0
46.1,  2, 0
27.036389,  2, 0
34.513056,  2, 0
36.997222,  2, 0
41.153333,  2, 0
45.8075,  2, 0
27.485277,  3, 0
46.590833,  2, 0
43.496111,  2, 0
38.754722,  2, 0
43.516945,  1, 0
33.485555,  2, 0
38.088333,  2, 0
37.731111,  2, 0
37.491389,  2, 0
29.533611,  3, 0
20.957222,  2, 0
38.893889,  2, 0
26.1775,  2, 0
40.831111,  2, 0
50.466667,  2, 0
37.103889,  2, 0
36.659444,  2, 0
32.115833,  2, 0
41.430278,  3, 0
19.738611,  2, 0
38.026945,  2, 0
41.5825,  2, 0
30.360278,  3, 0
32.304444,  2, 0
47.4975,  2, 0
61.636666,  2, 0
29.18,  2, 0
30.983611,  2, 0
39.356667,  2, 0
41.128334,  2, 0
35.775556,  2, 0
28.0575,  2, 0
36.758056,  2, 0
28,  2, 0
37.515,  2, 0
33.128334,  3, 0
48.426389,  2, 0
34.690277,  2, 0
41.128056,  2, 0
41.577778,  2, 0
48.168889,  2, 0
38.968334,  2, 0
43.083333,  2, 0
41.106944,  2, 0
45.741944,  2, 0
39.493889,  3, 0
35.686666,  2, 0
33.465833,  2, 0
33.299166,  2, 0
39.570278,  2, 0
38.398055,  2, 0
33.363056,  3, 0
28.468889,  3, 0
35.9475,  2, 0
45.27,  2, 0
36.9325,  2, 0
39.465,  2, 0
47.499722,  2, 0
