Within Cluster SSE
542.3215313
441.3669738
288.2937423
244.2392836
217.177833
209.6487058
161.3792229
134.8893974
125.4877272
130.6675457
103.3461644
100.2082166
98.97374096
89.65845445
88.9105438
88.67543314
62.52113889
61.3648791
60.21336106
