Within Cluster SSE
607.9690373
505.3021109
458.7724693
330.0579872
330.0579872
310.0386801
145.7210808
126.368807
115.8619657
109.2374944
99.92592023
131.6939568
131.6939568
127.803974
100.0828106
97.550678
78.22911214
76.37486691
70.38965389
