@relation 'AT: 2016_New_Coder_Survey.arff-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.EM -I 100 -N 2 -X 10 -max -1 -ll-cv 1.0E-6 -ll-iter 1.0E-6 -M 1.0E-6 -K 10 -num-slots 1 -S 100'

@attribute '0.72 Income+0.685Age+0.093IsSoftwareDev-0.062IsEthnicMinority' numeric
@attribute -0.767IsSoftwareDev+0.568IsEthnicMinority+0.274Age-0.113Income numeric
@attribute Gender numeric
@attribute cluster {cluster1,cluster2}

@data
-0.698895,0.256311,1,cluster2
-0.316561,-1.260454,1,cluster1
2.389358,0.954408,1,cluster2
-0.169982,0.457035,0,cluster2
3.046238,-0.463572,0,cluster2
-0.250911,0.233518,1,cluster2
-0.715212,0.069928,1,cluster2
-1.014878,-1.340231,1,cluster1
1.255339,1.084438,1,cluster2
0.8093,-1.483675,1,cluster1
-0.101291,0.540764,1,cluster2
0.100484,0.509224,1,cluster2
-1.026131,1.388482,1,cluster2
-0.470041,-1.378163,0,cluster1
-0.722304,-1.385964,0,cluster1
3.044923,-1.880366,0,cluster2
-0.218812,1.498453,1,cluster2
1.480113,-0.596632,1,cluster2
-1.191314,0.238816,1,cluster2
-0.034295,-1.540743,1,cluster1
-0.630423,0.103908,0,cluster2
0.031793,0.425495,1,cluster2
-0.678718,0.253157,1,cluster2
-0.206477,0.273806,1,cluster2
-0.684054,-1.48641,1,cluster1
-0.801713,0.36685,1,cluster2
-0.791941,1.493574,1,cluster2
-1.050071,0.216738,1,cluster2
1.194149,0.385503,1,cluster2
-1.398523,-0.104776,1,cluster2
-0.000501,1.889428,1,cluster2
4.124185,0.210898,1,cluster2
0.213172,0.160976,1,cluster2
0.220073,-1.438804,1,cluster1
-0.896591,0.334447,1,cluster2
0.967079,-1.083238,0,cluster2
-0.3197,1.514223,1,cluster2
-1.099842,-1.563117,1,cluster1
0.910187,-1.499445,1,cluster1
-0.824137,1.593074,1,cluster2
-0.918026,-1.35537,1,cluster1
-1.909983,-0.026713,1,cluster2
-0.880493,0.284697,1,cluster2
-1.201403,0.240393,1,cluster2
1.430723,-1.628045,1,cluster1
-1.009814,1.574864,1,cluster2
-0.809199,-1.514082,1,cluster1
-1.570826,0.109206,1,cluster2
-1.163852,0.234524,0,cluster2
-1.463037,-1.506344,0,cluster1
0.088246,0.369437,1,cluster2
-0.384092,1.713222,1,cluster2
-1.28028,1.522675,1,cluster2
-0.925025,1.608844,1,cluster2
-0.985776,1.382174,0,cluster2
-0.036898,0.341765,1,cluster2
0.543854,1.332005,0,cluster2
1.263497,1.177629,1,cluster2
-0.493041,0.271367,1,cluster2
0.875388,0.482563,1,cluster2
-0.214548,0.275068,0,cluster2
1.537385,0.568017,1,cluster2
0.086989,-1.323535,1,cluster1
0.366652,0.278685,1,cluster2
0.015159,1.367414,0,cluster2
-1.220907,-1.544193,1,cluster1
2.597977,-0.400735,1,cluster2
-1.607418,1.290411,1,cluster2
2.062439,0.958277,1,cluster2
-1.134861,0.182758,1,cluster2
1.09756,0.684001,1,cluster2
-0.040977,0.29517,1,cluster2
-1.013796,0.163834,1,cluster2
0.268708,0.248646,1,cluster2
-0.320859,-1.543182,1,cluster1
0.232311,-1.299017,1,cluster1
1.593839,0.511959,1,cluster2
-1.284262,0.111645,1,cluster2
1.617057,-0.901438,1,cluster2
-0.812021,0.132294,1,cluster2
-0.800002,0.035949,1,cluster2
0.830735,0.206143,1,cluster2
-0.004701,0.242266,0,cluster2
1.124858,-0.682801,0,cluster2
0.063892,1.69043,1,cluster2
0.076009,0.22965,1,cluster2
-0.518336,-1.228914,1,cluster1
-0.437845,-1.477663,1,cluster1
0.669874,2.304206,0,cluster2
-0.619223,-1.213144,1,cluster1
0.838893,0.299334,1,cluster2
-0.553671,1.645263,1,cluster2
1.761843,0.015249,1,cluster2
0.221769,0.726432,1,cluster2
-0.678815,1.617591,0,cluster2
-1.297538,-1.484981,1,cluster1
-1.148476,-0.049395,1,cluster2
-0.856411,0.139233,0,cluster2
-0.607424,-1.545622,0,cluster1
-0.707054,0.16312,0,cluster2
0.337497,-1.032059,1,cluster2
1.242443,0.236254,1,cluster2
1.115725,-0.356087,1,cluster2
-0.125864,1.625624,0,cluster2
0.007536,0.382053,1,cluster2
1.154013,0.627943,1,cluster2
-0.576414,0.002883,1,cluster2
-1.268261,1.42633,1,cluster2
3.489266,-1.47749,1,cluster2
0.69401,0.747081,1,cluster2
-0.98138,0.300467,1,cluster2
-0.222575,0.323556,1,cluster2
-0.335798,1.563973,0,cluster2
-1.336733,1.578733,1,cluster2
0.55923,-1.302886,1,cluster1
0.838893,0.299334,1,cluster2
1.4086,0.966014,0,cluster2
0.139582,-1.190056,1,cluster1
-0.692213,-1.579601,1,cluster1
1.524109,-1.028609,1,cluster2
-0.392153,0.255597,1,cluster2
0.100484,0.509224,1,cluster2
-0.113626,1.765411,1,cluster2
-0.359957,0.156097,0,cluster2
3.408776,-1.228742,1,cluster2
0.4596,0.405856,1,cluster2
0.256787,-1.019443,1,cluster2
-1.001777,0.067489,1,cluster2
0.390811,1.686561,1,cluster2
0.151723,0.314166,1,cluster2
0.329338,-1.12525,1,cluster1
0.506637,-1.436365,1,cluster1
0.777104,-1.384175,1,cluster1
1.258542,0.186504,1,cluster2
0.607744,-1.216002,1,cluster1
-0.323462,0.339326,1,cluster2
0.615586,0.005491,0,cluster2
0.103087,-1.373284,1,cluster1
2.790555,-1.982305,1,cluster2
-0.361312,-0.17244,0,cluster2
1.129756,0.584501,1,cluster2
-1.885824,1.381163,0,cluster2
-1.304439,0.114799,1,cluster2
-0.841395,-1.414582,1,cluster1
0.854992,0.249584,1,cluster2
0.419148,1.776598,1,cluster2
-0.408252,0.305346,1,cluster2
-0.206477,0.273806,1,cluster2
0.086989,-1.323535,0,cluster1
-0.123164,-1.621318,1,cluster1
-1.208757,-1.498859,1,cluster1
-0.153884,0.407285,1,cluster2
-0.226873,0.040828,1,cluster2
-1.313734,-0.070797,0,cluster2
-0.864395,0.234948,1,cluster2
0.147522,-1.332997,1,cluster1
-0.417667,-1.480817,1,cluster1
0.689711,0.464353,1,cluster2
-1.474018,0.04684,1,cluster2
-1.550746,1.470486,1,cluster2
-0.521475,1.545764,0,cluster2
0.575329,-1.352635,1,cluster1
0.072051,1.783621,1,cluster2
-0.497218,1.589205,0,cluster2
-0.219972,-1.558952,1,cluster1
0.398849,0.179186,0,cluster2
-0.437845,-1.477663,1,cluster1
0.475601,1.720541,1,cluster2
0.354852,0.611163,1,cluster2
-0.832198,0.135448,0,cluster2
-1.474018,0.04684,1,cluster2
1.53277,1.413591,1,cluster2
3.097516,-1.746887,1,cluster2
-1.050071,0.216738,1,cluster2
0.875388,0.482563,1,cluster2
-0.323462,0.339326,1,cluster2
0.20567,0.776182,1,cluster2
-0.914263,-0.180473,0,cluster2
-0.200292,0.414539,1,cluster2
-1.510294,0.099744,0,cluster2
0.027495,0.142767,1,cluster2
-0.719073,0.259465,0,cluster2
-0.844436,-0.004339,0,cluster2
-0.674736,1.664187,1,cluster2
-1.21965,0.148779,1,cluster2
1.808071,0.856338,0,cluster2
-0.561732,0.187637,0,cluster2
-0.402242,0.257174,0,cluster2
-0.841395,-1.414582,1,cluster1
0.958482,-1.648694,1,cluster1
2.672062,1.146385,1,cluster2
-0.92905,0.150587,1,cluster2
0.738006,0.315104,1,cluster2
0.633609,0.898223,1,cluster2
-1.239827,0.151933,1,cluster2
-1.463037,-1.506344,1,cluster1
-1.227906,1.420022,1,cluster2
0.08677,-1.559667,1,cluster1
-0.747506,1.533862,1,cluster2
-0.687914,-1.296873,1,cluster1
-1.110701,1.590634,1,cluster2
0.564688,2.037248,1,cluster2
-1.268261,1.42633,1,cluster2
0.827094,0.631812,1,cluster2
-0.553354,0.516961,1,cluster2
-0.740507,-1.430352,1,cluster1
-1.026131,1.388482,0,cluster2
-1.001558,0.303621,1,cluster2
-0.518555,-1.465046,1,cluster1
-1.445682,0.136877,0,cluster2
0.886052,0.05768,1,cluster2
1.01277,0.650021,1,cluster2
-0.40041,1.52684,0,cluster2
-1.547827,-1.540324,1,cluster1
1.33969,0.646153,1,cluster2
-1.67997,1.396219,1,cluster2
1.226783,0.758268,1,cluster2
0.950981,-1.033488,1,cluster2
-1.341972,-1.525268,1,cluster1
1.517208,0.571171,1,cluster2
1.678749,2.146505,1,cluster2
1.403985,1.811588,1,cluster2
0.474441,-1.336865,0,cluster1
1.065363,0.7835,1,cluster2
-0.723152,0.212869,1,cluster2
0.096186,0.226496,0,cluster2
-0.570929,-1.362393,0,cluster1
2.705766,-2.016285,1,cluster2
-1.284359,1.47608,1,cluster2
1.0937,0.873537,0,cluster2
3.018721,0.667097,1,cluster2
1.767399,1.990948,1,cluster2
-0.615144,-1.166548,1,cluster1
-0.105589,0.258036,1,cluster2
-1.385247,1.49185,0,cluster2
-1.340715,0.167703,1,cluster2
-0.545634,0.137888,1,cluster2
0.623842,-1.265752,1,cluster1
0.233252,1.522256,1,cluster2
-0.81996,0.275235,1,cluster2
0.011397,0.192516,1,cluster2
-0.622264,0.197099,1,cluster2
-0.991469,0.302044,1,cluster2
0.584525,0.197395,0,cluster2
1.13214,-1.534139,1,cluster1
-0.338887,-1.398664,0,cluster1
0.564469,1.801116,1,cluster2
-1.510391,1.464178,0,cluster2
0.665016,-0.051353,1,cluster2
0.079869,0.040113,0,cluster2
-0.085192,0.491014,1,cluster2
-1.364972,0.124261,1,cluster2
-0.117389,0.590514,0,cluster2
-0.594966,-1.169702,1,cluster1
0.330201,0.142683,1,cluster2
-1.075858,-0.344147,1,cluster2
-0.886064,-1.360366,1,cluster1
-1.390486,-1.612152,1,cluster1
-0.447715,-1.239953,1,cluster1
-1.086347,0.269642,1,cluster2
-0.630423,0.103908,1,cluster2
-1.039178,-1.430899,1,cluster1
0.466404,0.17051,0,cluster2
-0.930264,-1.495157,1,cluster1
-0.730977,0.261326,1,cluster2
0.435124,0.126282,1,cluster2
0.712175,-0.293007,1,cluster2
-1.389448,-0.155313,1,cluster2
0.135284,-1.472784,1,cluster1
-0.15536,-1.521819,1,cluster1
-0.288663,-1.642682,1,cluster1
-0.954301,-1.302467,1,cluster1
0.447581,0.502201,1,cluster2
-0.49,-1.138877,1,cluster1
1.730247,1.099322,1,cluster2
1.488053,-0.739573,0,cluster2
-0.073393,0.158537,1,cluster2
-0.400312,0.162405,1,cluster2
-0.512999,0.510653,1,cluster2
-0.66648,0.392944,1,cluster2
0.132681,0.409724,1,cluster2
1.581503,1.736606,0,cluster2
-1.163294,1.457155,1,cluster2
0.140839,0.502916,0,cluster2
-1.293556,-0.073951,1,cluster2
-1.134861,0.182758,1,cluster2
-0.966758,-1.678386,1,cluster1
0.551072,-1.396077,1,cluster1
-0.437372,-0.020735,0,cluster2
-0.803818,0.272712,1,cluster2
-1.364972,0.124261,1,cluster2
-0.0208,0.292016,0,cluster2
-0.638363,0.246849,1,cluster2
0.482502,0.12076,1,cluster2
-1.615358,1.433352,1,cluster2
1.091566,-1.763963,1,cluster1
0.15568,-1.239805,1,cluster1
-0.966539,-1.442254,1,cluster1
0.193335,2.000829,1,cluster2
2.984293,-0.50647,1,cluster2
-1.337893,-1.478673,1,cluster1
0.919384,0.050585,1,cluster2
0.812937,-0.87021,1,cluster2
-0.33535,0.577351,1,cluster2
-0.880712,0.048565,1,cluster2
0.088246,0.369437,1,cluster2
-0.057294,0.108787,1,cluster2
-0.600616,-1.168819,1,cluster1
-0.08971,-0.027846,1,cluster2
2.110197,1.701198,1,cluster2
0.244232,-0.030928,1,cluster2
-0.139481,-1.807701,1,cluster1
-0.343859,0.106347,1,cluster2
-0.214514,1.781181,1,cluster2
-0.977739,-0.125202,1,cluster2
-0.723371,-0.023263,1,cluster2
3.594452,-1.210532,0,cluster2
-1.005856,0.020893,1,cluster2
-0.242752,0.32671,1,cluster2
-0.457803,-1.238376,1,cluster1
-0.025698,-0.975287,1,cluster2
-0.610027,0.336886,1,cluster2
0.265984,0.530587,1,cluster2
-1.147196,1.407406,1,cluster2
-1.332775,0.024762,1,cluster2
1.081681,0.969883,0,cluster2
-0.731311,0.119678,1,cluster2
-0.319602,0.149789,1,cluster2
2.281819,-2.186183,1,cluster2
1.83167,0.191383,1,cluster2
-1.14688,0.279104,1,cluster2
0.051654,1.550643,1,cluster2
-1.071604,-0.108645,0,cluster2
-0.49,-1.138877,1,cluster1
1.012892,2.250588,1,cluster2
3.179703,0.1696,1,cluster2
-0.63846,1.611283,0,cluster2
0.635861,-1.362097,1,cluster1
-0.40019,1.762972,1,cluster2
-0.428668,0.072371,1,cluster2
1.140737,-0.968683,0,cluster2
-1.486124,0.048732,0,cluster2
-1.002815,-1.38935,1,cluster1
-0.970716,-0.124415,0,cluster2
0.014657,-0.981595,0,cluster2
-0.444746,0.122118,1,cluster2
-0.712488,-0.212013,1,cluster2
-1.235748,0.198529,1,cluster2
-1.098585,0.129855,0,cluster2
0.177115,0.450012,0,cluster2
-0.66648,0.392944,1,cluster2
-0.577709,1.837954,1,cluster2
0.942384,-1.598944,1,cluster1
2.397298,0.811467,1,cluster2
-0.949184,0.200968,1,cluster2
0.668179,0.13897,1,cluster2
-0.791941,1.493574,0,cluster2
-0.990718,0.067645,1,cluster2
-1.426762,-1.559248,1,cluster1
-1.35421,-1.665055,1,cluster1
-0.622362,1.561534,1,cluster2
1.210369,1.93632,1,cluster2
2.170828,0.327301,1,cluster2
0.931841,0.426505,1,cluster2
-0.20384,-0.102588,1,cluster2
1.173752,0.152524,0,cluster2
-0.202178,0.556534,1,cluster2
-1.232926,-1.447847,1,cluster1
-1.352953,0.027916,1,cluster2
-0.98546,0.253872,1,cluster2
6.351707,-0.555162,0,cluster2
-0.293724,0.287444,1,cluster2
-1.04201,1.674364,1,cluster2
2.372603,0.295761,0,cluster2
-1.066267,1.630922,1,cluster2
-1.243907,0.105337,1,cluster2
-0.264504,-0.234806,0,cluster2
0.330157,0.095456,1,cluster2
-1.054151,0.170142,1,cluster2
-0.553354,0.516961,1,cluster2
0.015476,0.239112,0,cluster2
1.49317,0.763861,1,cluster2
1.334134,-1.329547,1,cluster1
0.22541,0.300763,1,cluster2
-0.155009,-1.144007,1,cluster1
-1.595083,0.065764,1,cluster2
1.053125,0.643713,1,cluster2
1.682488,0.356402,1,cluster2
0.944079,0.566292,1,cluster2
-1.13508,-0.053374,1,cluster2
1.602338,2.441849,1,cluster2
-0.093132,0.633955,0,cluster2
3.307888,-1.212971,1,cluster2
-1.113399,0.084937,0,cluster2
0.984653,0.796116,0,cluster2
-0.215673,-1.276224,1,cluster1
0.92434,1.041711,1,cluster2
-1.463037,-1.506344,1,cluster1
-0.433766,-1.431067,1,cluster1
0.48354,1.577599,1,cluster2
-0.231771,-1.226475,1,cluster1
0.220073,-1.438804,1,cluster1
-0.020581,0.528148,1,cluster2
-1.570826,0.109206,1,cluster2
1.685091,-1.526106,1,cluster1
-0.551068,-0.237245,1,cluster2
0.481942,-1.952071,1,cluster2
-1.078407,0.126701,1,cluster2
-0.050174,-1.254861,0,cluster1
-0.989977,-0.264989,1,cluster2
0.342736,2.071942,0,cluster2
-1.364972,0.124261,1,cluster2
-1.268261,1.42633,1,cluster2
0.499955,0.399548,1,cluster2
0.55923,-1.302886,1,cluster1
-0.376055,0.205847,1,cluster2
0.838074,-0.921373,0,cluster2
1.43932,-1.062589,1,cluster2
-0.315304,0.432517,1,cluster2
-0.016501,0.574744,1,cluster2
-0.833236,-1.321391,1,cluster1
0.653217,0.281124,1,cluster2
-0.715212,0.069928,1,cluster2
1.161636,1.613304,1,cluster2
0.494399,-1.576152,0,cluster1
-0.167379,-1.425473,1,cluster1
0.87551,2.083129,1,cluster2
-1.195491,1.556655,0,cluster2
-0.768624,-1.284257,1,cluster1
-0.795922,0.082545,1,cluster2
-0.610027,0.336886,1,cluster2
0.164877,0.310225,1,cluster2
-1.001777,0.067489,1,cluster2
-0.348757,-1.160955,1,cluster1
-1.235748,0.198529,1,cluster2
-0.300463,-1.310204,1,cluster1
1.673291,-1.193628,1,cluster2
-0.093132,0.633955,1,cluster2
-0.18608,0.506784,1,cluster2
0.06399,0.325995,0,cluster2
-0.408032,0.541479,1,cluster2
0.740609,-1.567404,1,cluster1
-0.246929,1.644548,1,cluster2
-0.114786,-1.291994,1,cluster1
-0.153884,0.407285,0,cluster2
-0.716251,-1.386911,1,cluster1
-0.069094,0.441265,1,cluster2
-0.056856,0.581052,1,cluster2
3.106713,-0.196857,1,cluster2
-0.618502,1.371997,0,cluster2
3.660005,1.647875,1,cluster2
1.74324,0.583072,1,cluster2
-1.12388,-1.370426,1,cluster1
-0.081551,0.065345,1,cluster2
-1.38107,0.174011,0,cluster2
-0.57783,0.237387,1,cluster2
-0.682797,0.206561,1,cluster2
0.229172,1.475661,1,cluster2
-0.662619,0.203407,1,cluster2
1.331969,1.025226,1,cluster2
-0.896591,0.334447,1,cluster2
-0.010136,-0.132867,1,cluster2
0.770202,0.215605,1,cluster2
0.007658,1.98262,0,cluster2
0.358615,1.78606,1,cluster2
-0.242631,1.927276,1,cluster2
0.527034,-1.203386,1,cluster1
2.577638,-0.90989,1,cluster2
-0.344897,-1.350492,1,cluster1
0.680515,-1.085677,1,cluster2
-0.210556,0.22721,1,cluster2
0.030536,-1.267477,1,cluster1
-0.291266,0.239826,0,cluster2
-1.094603,1.540885,0,cluster2
-0.841395,-1.414582,1,cluster1
-1.239033,-0.03524,1,cluster2
1.544068,-1.267896,1,cluster1
-1.297538,-1.484981,1,cluster1
-0.396014,0.445133,1,cluster2
0.200836,1.385623,1,cluster2
2.428358,0.619563,1,cluster2
-0.824137,1.593074,0,cluster2
-0.49712,0.224771,1,cluster2
-1.704183,1.400004,1,cluster2
0.64402,-1.268906,0,cluster1
0.410048,-1.137866,1,cluster1
-0.662619,0.203407,1,cluster2
0.891924,0.905078,1,cluster2
-0.042332,-0.033367,1,cluster2
-0.90475,0.241256,1,cluster2
-1.13508,-0.053374,1,cluster2
-0.825297,-1.464332,1,cluster1
0.031793,0.425495,1,cluster2
-1.304658,-0.121333,1,cluster2
0.0022,-1.357514,1,cluster1
0.173036,0.403416,1,cluster2
-1.212749,-1.451001,1,cluster1
-0.970716,-0.124415,1,cluster2
-1.318607,0.069781,1,cluster2
-1.039091,-1.336446,1,cluster1
0.648318,-0.986178,1,cluster2
0.209311,0.350513,1,cluster2
-0.88175,-1.408274,0,cluster1
-0.118909,-1.385817,1,cluster1
0.035775,1.836525,1,cluster2
-0.121687,0.307786,1,cluster2
-0.868474,0.188352,1,cluster2
-0.487129,1.587628,0,cluster2
-1.047249,-1.429638,1,cluster1
1.891384,-1.038786,1,cluster2
0.413689,-1.563536,1,cluster1
-0.65177,-1.491456,1,cluster1
-1.062232,1.630291,0,cluster2
0.346694,0.517971,1,cluster2
-0.42435,0.355096,1,cluster2
-0.119084,-1.574722,1,cluster1
-1.195393,0.192221,1,cluster2
0.084167,0.322841,1,cluster2
0.281863,0.244705,1,cluster2
-0.202714,1.448704,0,cluster2
0.859631,2.369011,1,cluster2
0.765304,-1.051698,1,cluster2
-0.916987,0.101469,1,cluster2
-0.299424,0.146635,1,cluster2
0.104345,0.319687,1,cluster2
-0.231771,-1.226475,1,cluster1
-0.259069,0.140327,0,cluster2
-0.417448,-1.244684,1,cluster1
-0.727995,0.213626,1,cluster2
1.153915,1.992377,0,cluster2
2.48563,1.784212,1,cluster2
-1.221005,-0.179758,1,cluster2
0.972537,2.256896,0,cluster2
0.346771,-1.411375,1,cluster1
-0.494079,-1.185472,1,cluster1
-0.372293,1.380744,0,cluster2
-1.317813,-0.117392,1,cluster2
0.009467,0.287285,1,cluster2
-0.150023,0.217748,0,cluster2
-0.635541,-1.399527,0,cluster1
0.361218,-0.096448,0,cluster2
-0.06229,0.205919,1,cluster2
0.362913,2.068788,0,cluster2
2.126831,0.759278,0,cluster2
-0.696171,-0.02563,1,cluster2
-0.368434,-1.488512,1,cluster1
-0.724409,-1.480102,1,cluster1
0.510936,-1.153637,1,cluster1
2.154129,-0.607523,1,cluster2
-1.211589,1.606405,1,cluster2
-0.965282,0.250718,0,cluster2
0.40189,-1.231058,1,cluster1
1.358293,0.078329,1,cluster2
-0.06963,1.333434,0,cluster2
0.701949,0.60414,0,cluster2
-0.938422,-1.588349,1,cluster1
-0.029996,-1.258015,1,cluster1
-1.873708,-0.079616,1,cluster2
-1.063347,-1.379888,1,cluster1
-0.619223,-1.213144,1,cluster1
-1.909983,-0.026713,1,cluster2
-1.146967,0.184651,1,cluster2
0.705809,0.414603,1,cluster2
-0.057119,0.297693,1,cluster2
-1.449761,0.090282,1,cluster2
-0.591019,-1.264786,1,cluster1
2.49649,-1.369539,1,cluster2
-0.744368,-1.240816,1,cluster1
2.908636,-0.867163,1,cluster2
-0.67572,-1.204313,1,cluster1
-0.678718,0.253157,0,cluster2
0.62102,0.380624,1,cluster2
-0.978558,-1.345908,0,cluster1
-0.351896,1.613723,1,cluster2
-1.453938,1.40812,0,cluster2
3.369078,-0.514036,1,cluster2
-0.460844,0.171867,1,cluster2
-0.966539,-1.442254,1,cluster1
-0.304542,-1.3568,1,cluster1
-1.546788,-0.083485,1,cluster2
1.03577,-0.999509,1,cluster2
-0.345789,0.201116,1,cluster2
-0.578868,-1.219452,1,cluster1
-1.155136,1.550347,1,cluster2
-1.067427,-1.426484,0,cluster1
-0.811802,0.368427,1,cluster2
-0.900889,0.051719,0,cluster2
-1.063347,-1.379888,1,cluster1
0.87049,-0.78474,1,cluster2
0.726206,0.647582,1,cluster2
-0.942502,-1.634944,1,cluster1
-0.747409,0.169428,1,cluster2
1.281541,-1.463026,1,cluster1
-1.150959,0.232508,1,cluster2
1.09756,0.684001,1,cluster2
-0.710914,0.352656,1,cluster2
-0.190378,0.224056,1,cluster2
-0.190476,1.588491,1,cluster2
0.05605,0.468936,0,cluster2
0.471838,0.545643,0,cluster2
2.77295,1.130614,0,cluster2
1.863267,-0.892691,1,cluster2
0.460038,0.878121,0,cluster2
0.354852,0.611163,1,cluster2
-1.425723,-0.102409,1,cluster2
0.164877,0.310225,1,cluster2
-0.376055,0.205847,1,cluster2
0.296825,0.102551,1,cluster2
0.984653,0.796116,1,cluster2
0.24549,1.662043,0,cluster2
-1.43784,1.358371,1,cluster2
1.079766,-1.431486,0,cluster1
-0.387051,-1.107736,1,cluster1
3.515438,0.96732,1,cluster2
-1.37721,-0.015526,0,cluster2
-0.497573,-1.23216,1,cluster1
-0.771763,1.49042,1,cluster2
-0.178457,1.492145,1,cluster2
-0.311487,0.195754,1,cluster2
1.535909,-1.361087,1,cluster1
0.705809,0.414603,1,cluster2
-1.364972,0.124261,0,cluster2
-1.033973,0.166988,1,cluster2
-1.12388,-1.370426,1,cluster1
1.197911,1.5604,0,cluster2
-0.101291,0.540764,1,cluster2
-0.270869,0.472805,1,cluster2
-1.449761,0.090282,1,cluster2
-1.235846,1.562963,1,cluster2
-0.747409,0.169428,1,cluster2
-1.587241,1.287257,1,cluster2
-1.336855,-0.021834,1,cluster2
-0.845474,-1.461178,0,cluster1
-0.24671,1.880681,1,cluster2
-0.662619,0.203407,1,cluster2
1.306836,0.037255,1,cluster2
2.013608,1.999696,1,cluster2
-0.56603,-0.095091,1,cluster2
-0.903858,-1.310352,0,cluster1
-0.926682,0.244684,1,cluster2
-0.23899,1.501607,0,cluster2
-0.206477,0.273806,1,cluster2
-0.779605,0.268927,1,cluster2
-0.537475,0.231079,1,cluster2
-0.833412,-1.510297,1,cluster1
0.7863,0.165855,1,cluster2
-0.093668,1.526125,1,cluster2
-0.142084,0.074807,1,cluster2
0.56039,1.75452,1,cluster2
-0.603344,-1.499026,1,cluster1
0.334456,0.378184,1,cluster2
-0.856236,0.328139,1,cluster2
-0.270869,0.472805,1,cluster2
-1.127019,1.404252,1,cluster2
-0.575008,-1.408989,1,cluster1
-0.179398,-1.329128,1,cluster1
1.810132,0.903249,1,cluster2
0.484198,2.285997,1,cluster2
-0.097211,0.58736,1,cluster2
1.585202,1.03476,0,cluster2
0.999275,-1.182737,1,cluster1
-0.924927,0.24441,1,cluster2
2.814715,-0.574429,1,cluster2
-0.343737,1.706914,0,cluster2
-0.437845,-1.477663,1,cluster1
-0.848296,0.185198,1,cluster2
0.144919,0.549511,1,cluster2
-1.010974,-1.482541,1,cluster1
-0.529317,0.32427,1,cluster2
-0.026234,-0.083117,0,cluster2
-0.686974,1.5244,1,cluster2
0.080088,0.276246,1,cluster2
-0.506492,-1.514165,1,cluster1
2.677868,-1.634057,1,cluster2
-0.615461,-0.038246,1,cluster2
-0.739469,0.026487,1,cluster2
0.764866,-1.523962,1,cluster1
1.953612,1.116988,0,cluster2
-0.819068,-1.276372,1,cluster1
0.858973,1.660614,1,cluster2
0.151382,-1.522533,0,cluster1
0.912102,0.901924,1,cluster2
-1.158226,-1.412291,1,cluster1
-0.618185,0.243695,0,cluster2
-1.316458,0.211145,1,cluster2
0.08677,-1.559667,1,cluster1
0.463241,-0.019813,1,cluster2
-0.514792,-0.290149,0,cluster2
3.56825,1.336932,1,cluster2
-1.449761,0.090282,0,cluster2
-0.756606,-1.380603,1,cluster1
-0.025698,-0.975287,1,cluster2
-0.257428,-1.647564,1,cluster1
-0.715212,0.069928,1,cluster2
3.693175,1.128471,1,cluster2
-1.595181,1.430198,1,cluster2
-0.235632,-1.036938,1,cluster2
-1.05823,0.123547,1,cluster2
-1.659695,0.028631,1,cluster2
0.544828,0.9121,1,cluster2
-0.42435,0.355096,1,cluster2
2.636127,3.035987,1,cluster2
-0.658857,1.378305,0,cluster2
0.363011,0.704354,1,cluster2
1.957253,0.691319,1,cluster2
-1.027072,-1.432792,1,cluster1
-0.553354,0.516961,1,cluster2
2.68816,1.096635,1,cluster2
-0.151281,-1.475223,0,cluster1
0.354317,1.503332,1,cluster2
-0.464924,0.125272,1,cluster2
-0.452564,1.865625,1,cluster2
1.173752,0.152524,1,cluster2
-1.06209,0.313083,1,cluster2
-0.363817,0.345634,0,cluster2
3.538657,-0.446077,1,cluster2
2.1128,-0.181311,1,cluster2
2.883941,-1.382869,1,cluster2
-0.505279,0.13158,1,cluster2
1.351928,0.78594,1,cluster2
-0.39749,-1.483971,1,cluster1
0.571468,-1.163099,1,cluster1
1.363128,-0.531112,0,cluster2
-1.203552,0.099029,1,cluster2
-0.321313,0.48069,1,cluster2
-0.098688,-1.341744,1,cluster1
-0.42821,0.544633,1,cluster2
-0.905188,-0.231009,1,cluster2
-1.337893,-1.478673,1,cluster1
-0.392153,0.255597,1,cluster2
0.568427,0.247145,1,cluster2
-0.583264,-0.137746,1,cluster2
0.060251,2.116099,1,cluster2
-0.275265,1.554511,1,cluster2
0.139582,-1.190056,1,cluster1
-1.235748,0.198529,1,cluster2
-0.276303,0.097672,1,cluster2
2.120838,-1.688686,1,cluster2
-0.694816,0.302907,1,cluster2
-0.923874,-1.307223,1,cluster1
4.030199,-1.373112,1,cluster2
-1.079665,-1.566271,1,cluster1
-0.983452,1.712444,1,cluster2
-1.084884,-1.470988,0,cluster1
0.774403,1.862767,1,cluster2
0.213172,0.160976,0,cluster2
-1.389229,0.08082,0,cluster2
-0.432289,0.498037,1,cluster2
0.035385,0.424933,1,cluster2
-0.727012,0.402406,1,cluster2
-0.203874,-1.608702,1,cluster1
0.483638,0.213165,1,cluster2
-0.098688,-1.341744,0,cluster1
1.876226,1.832237,1,cluster2
0.761005,-1.334426,1,cluster1
-0.974698,-1.535445,1,cluster1
