@relation 'AT: Aviation_Accident_Database_&_Synopses.arff-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-R2'

@attribute '-0.707Latitude+0.707 Aircraft.Damage' numeric
@attribute ' Longitude' numeric

@data
-1.558361,-8
0.89805,-4
1.450806,-5
-0.639032,-6
2.264126,-4
-0.349654,-4
-1.577879,-7
-0.259289,1
0.140004,-4
1.708439,-4
-0.094366,-4
0.001127,-5
-2.19708,-3
0.057144,-5
-0.655262,-5
-0.254015,-4
-0.231631,-4
0.470535,-4
-0.097963,-5
4.011328,-3
-0.329664,-4
1.843832,-5
0.318309,-4
0.040832,-5
-1.92014,-4
0.2795,-4
1.680634,-4
1.263808,-5
1.597464,8
-0.133273,-3
0.084981,-5
-0.55425,-5
-0.215319,-6
0.03082,-5
-0.378208,-3
-0.670499,-5
-0.833534,-6
-0.512641,-5
1.150311,-4
-2.843197,0
-0.116912,-5
2.083867,-4
-0.381008,-3
1.716839,-4
-1.552923,-7
-0.534552,-3
-0.459359,-4
-0.091484,-4
-0.206447,-4
-0.543506,-4
1.871051,-4
0.024341,-4
-0.277701,-4
0.289446,4
-0.605497,-6
-0.038382,-5
-0.545671,-5
1.491852,-3
0.096409,-5
-0.386755,-3
0.056509,-3
2.1931,-4
-0.049224,-4
4.366782,-3
1.056403,-3
0.373674,-4
-0.46478,-4
0.004106,-5
-0.316006,-5
0.43547,-4
-0.221343,3
-1.592921,-7
-0.573394,-3
0.036209,-5
2.037505,-4
-0.105533,-4
0.744365,-7
-0.09697,-4
-0.442755,-4
0.004416,-5
-0.281445,-4
0.120925,-5
-0.417115,-5
-0.072194,-4
-0.137717,-4
0.022681,-4
-0.847746,-3
-0.561071,-5
1.691916,-4
-0.006947,-5
-0.485862,-3
0.074448,-4
3.580779,-3
-0.554559,-5
0.084004,-4
0.17139,-4
-0.293296,-4
0.119493,-4
0.36923,-4
-0.612187,-4
0.041011,-5
-0.724594,-5
-0.022184,-5
-0.285401,-4
-0.730683,-5
-0.635076,-4
1.612962,-5
-1.064739,-4
-0.378371,-4
0.27416,-4
-0.589169,-4
-0.49501,-3
1.457953,-5
4.440982,-3
0.236311,-4
4.001681,1
-0.132801,-5
-0.423855,-4
-0.402627,-4
0.287346,-5
0.21173,-4
-0.022135,-5
-0.222759,-3
-0.570708,-5
-0.121633,-4
-0.534601,-5
-0.519478,-4
-0.340847,-3
-0.414706,-5
-3.046849,-6
-0.472285,-3
-0.246266,-4
-0.330103,-5
-1.574021,-7
-0.768157,-6
-1.510386,-7
6.66705,0
-0.437236,-3
0.541333,-3
3.237273,5
0.026165,-5
0.880247,-3
1.43609,-6
-0.525924,-4
-1.492186,1
0.011432,-5
-0.416578,-3
0.397588,-4
1.829262,-5
1.830256,-5
1.795955,3
0.075262,-5
-0.578213,-5
2.044391,-4
0.059651,-4
-0.361603,-5
-2.295601,-4
1.732044,-4
-1.584466,-4
-0.273664,-5
0.009625,-5
-0.033384,-5
4.992631,7
-0.449462,-4
0.087146,-5
-0.40821,-4
-0.190184,-3
1.724116,-3
-0.011424,-4
0.134779,-4
-0.378159,-3
-0.297089,-4
1.980414,-5
-0.441696,-4
0.337193,-4
0.099502,-4
1.644055,-5
-0.440215,-4
-1.476298,-6
-0.626513,-4
-0.201059,-5
-0.639943,-4
0.26029,-4
-0.540543,-5
0.281811,-4
-0.52109,-4
0.017862,-5
-0.260689,-6
-0.363703,-3
-0.159645,-5
-0.699525,-5
-0.405182,-4
0.025693,-4
-0.171561,-5
-0.253412,-4
0.262065,-4
-0.271531,-6
4.342965,1
-0.339334,-5
-0.791078,-5
1.12231,-6
-1.593507,-7
-0.229385,-4
0.033718,-5
-0.055133,-4
0.724163,-7
1.636746,-6
1.968221,-4
-1.761524,-7
-1.580093,-7
-0.440394,-5
0.006027,-4
0.126151,-5
-0.10244,-4
0.080765,-3
-0.02684,-3
-0.347896,-3
0.32277,-4
3.237013,-4
1.863139,-7
-0.153394,-6
-1.507554,-7
-0.674015,0
-0.531264,-3
-0.050933,-5
-1.578677,-7
-0.041117,-4
0.450251,-4
0.220065,-5
-0.295494,-3
-0.705922,-4
-0.452896,-4
-0.425417,-4
0.108472,-4
-0.147761,-4
0.38157,-4
-1.593263,-7
0.038553,-5
-1.85994,-4
0.011123,-5
0.084053,-4
-0.120347,-4
-0.568966,-4
-0.040742,-4
-0.23518,-5
-0.07628,-3
-0.361587,-4
0.064502,-4
0.00033,-4
0.036616,-5
-0.277603,-6
-0.83946,-5
0.441395,-4
-0.059366,-4
3.421585,-2
0.367798,-4
1.715732,-4
-0.033856,-4
1.478985,-5
-0.315957,-5
1.38372,-4
1.65252,-6
-0.380292,-3
0.177251,-4
2.996131,-4
-0.753783,-5
0.513968,-4
2.209884,-4
-0.188947,-1
0.020809,-5
0.305579,-4
1.614167,-5
0.202011,-4
-0.022184,-5
0.049851,-5
-0.28711,-5
0.166669,-4
5.808344,7
1.288553,-5
-0.288315,-5
0.938835,-3
-0.513276,-4
-0.206724,-3
-2.474785,-6
1.377583,-3
-0.012205,-4
-0.560143,0
-0.398248,-4
0.594614,-5
0.02063,5
0.484942,-4
-1.555007,-7
-0.08188,-4
0.036974,-4
-0.635646,-5
-0.623306,-5
0.025693,-4
1.525885,-4
0.043746,-4
-0.360757,-5
-0.569438,-4
-0.828406,-5
0.313718,-4
0.17279,-4
-0.189257,-3
-0.037796,-5
0.23649,-4
-1.869389,-7
-0.437659,-3
-0.798681,-6
-0.775841,-6
-0.571083,-5
-0.51479,-4
-0.386722,-4
5.782558,-3
0.399314,-4
-1.808391,-7
-0.097215,-6
0.068295,-4
-0.420322,-4
-0.338389,-3
-0.484136,-5
0.223939,-4
-0.075352,-4
-0.257368,-6
-0.348222,-4
-0.23365,-6
0.489858,-4
-0.58238,-4
-0.415145,-3
-0.11478,-5
-0.959853,-7
2.184554,-4
-1.443798,-4
2.397321,-5
-0.225071,-4
-0.235229,-5
-0.739897,-5
1.655809,-6
-0.486334,-6
1.554211,-4
0.27696,-4
0.219365,-4
1.458018,-5
-0.531785,-4
0.157114,-5
0.397393,-4
1.599581,-6
0.269863,-4
-0.385224,-3
0.036453,-5
3.23996,-3
1.187069,0
-0.29831,-3
-0.814764,-5
0.1276,-4
-0.104947,-5
-0.275471,-3
0.368449,-4
0.002625,-4
-0.038659,-5
-1.709098,-4
-0.322875,-5
-0.205292,-4
-0.568641,-6
0.477073,-6
-0.729332,-5
-0.487327,-5
-0.494685,-3
-0.267364,-4
0.099844,-5
0.020695,-5
0.041385,-4
-0.260836,-4
-0.469273,-3
-0.614955,-5
-0.549138,-3
-0.766383,-5
-0.763387,-4
1.62706,-6
-0.206073,-6
2.023293,-4
-0.389538,-4
1.513432,-3
-0.420664,-4
-0.541048,-5
-0.584757,-6
0.050958,4
-2.947569,-1
-0.263489,-5
1.387341,-3
1.667741,-5
0.364428,-4
0.053839,-4
-1.456112,-7
0.368481,-4
-2.312841,-5
-0.212047,-6
-0.326294,-4
-1.641123,-7
-0.703497,-4
-0.14125,-5
-0.456445,-5
0.003634,-5
0.034451,-5
-0.12287,-4
0.256888,-4
-0.251899,-6
-0.343761,-5
-0.344103,-4
-0.270294,-5
-0.673527,-6
0.188021,-7
-0.535741,-4
-0.233259,-5
0.178244,-4
-0.598725,-5
-0.058275,-4
0.362377,-4
-0.188198,-6
-0.384492,-3
0.20906,-4
-0.463055,-5
-0.255838,-4
-0.424506,-4
0.141958,-4
-0.041931,-3
-0.445815,-5
-0.171545,-5
-0.320613,-4
0.004465,-5
-0.656841,-4
-0.041394,-5
0.113421,-4
0.099844,-5
1.224218,-5
0.077346,-5
1.032873,0
1.644218,-4
-0.064315,-4
-0.231761,-5
1.281976,-4
-0.821846,-5
-0.368864,-4
-0.340261,-3
-0.305164,-6
0.455705,6
-0.267657,-3
0.061637,-5
0.242888,-4
-0.573394,-3
1.832762,-4
1.822116,-5
-0.222596,-4
0.260356,-4
0.1269,-4
-0.296292,-5
0.273607,-4
-0.300166,-5
-0.600922,-6
2.185358,-3
0.241667,-4
0.447435,-4
-0.260885,-4
-1.810735,-7
-0.505934,-3
1.191513,-5
-0.422373,-6
-1.599791,-7
-0.714143,-5
-0.361896,-3
-0.553338,-4
0.273502,-8
-0.399354,4
-0.442136,-4
0.019539,-5
-1.840161,-5
1.899507,-5
-1.713842,-7
-0.210403,-5
0.406275,-6
-1.509865,-7
0.038081,-4
-0.221652,-4
0.945917,-3
0.025286,-4
-3.300803,-8
1.573437,-4
-0.070729,-3
-0.092754,-4
0.281746,-5
1.879142,-5
0.10769,-4
0.06823,-4
-0.125557,-5
5.295178,-2
-0.405785,-3
-0.546762,-5
-0.627815,-4
-1.762429,-5
1.171001,-5
-0.538883,-4
0.089295,-5
-0.355027,-5
-0.075694,-6
0.278002,-4
-1.369605,-7
-0.305587,-4
-0.773936,-5
0.017179,-4
0.024195,-4
-0.025391,-3
1.546592,-6
0.047767,-5
-0.178854,-5
-0.050347,-5
-1.643549,-7
-0.557929,-6
-0.467987,-3
-0.274087,-6
-0.406224,-4
-0.096401,-4
0.519405,-4
-0.364045,-5
-0.620669,-6
0.490623,-4
-0.32102,-4
-0.435836,-5
1.374571,-3
0.034451,-5
-0.464145,-4
-0.00361,-4
-2.202859,-3
-0.419655,-3
1.761558,-4
-0.105419,-5
1.869032,-3
-0.427403,-3
4.371477,-3
-0.383108,-5
1.069045,0
-0.392061,-3
-0.234854,-5
1.628678,-3
0.438644,-4
-1.590495,-7
0.449307,-4
-0.054466,-4
-0.222515,-3
-0.496215,-6
1.501743,-5
-0.812111,-5
-0.079649,-3
-0.027247,-5
-0.11657,-4
0.272728,-4
1.576953,-5
-0.111491,-3
-0.523304,0
-1.519274,-7
0.199618,-4
1.205138,-4
-0.301371,-4
0.2151,-4
-0.781832,-6
-0.25955,-6
-0.366634,-4
-0.541373,-5
-1.76404,-5
-0.379413,-5
-0.39421,-4
-0.214001,-5
-0.839215,-6
-0.240324,-6
0.071844,-5
-0.42042,-4
0.099437,-4
-0.037617,-4
-1.469656,-7
0.059146,-5
0.065707,-6
-0.557131,-5
-0.284033,-3
0.507944,-4
-0.374806,-3
0.387984,-4
-0.301306,-3
-0.321459,-4
1.335371,-4
-2.064298,-7
0.928238,-3
1.641402,-5
-0.155412,-5
-0.403636,-3
-0.33012,-5
0.281844,-4
-0.063924,-1
0.015665,-4
-0.405085,-5
2.103354,-4
0.261625,-4
-0.268975,-5
-1.880729,-4
-2.139159,-5
-0.093845,-4
0.758838,-7
1.540488,-3
-0.198275,-6
1.236459,0
-1.606205,-7
-0.33795,-3
-0.070061,-3
-0.456755,-3
-0.613278,-5
4.250728,-2
1.437285,-4
-0.203452,-4
0.070834,-4
1.320036,-4
-0.052317,-5
2.245584,-4
-0.048084,-6
0.835789,-4
0.368449,-4
0.07759,-5
0.07186,-4
-0.022803,-6
0.004416,-5
-0.437431,-3
0.043388,-4
-0.444855,-3
-0.761385,-6
2.177082,-4
-1.05073,0
-0.238191,-3
0.510874,-4
0.076613,-4
1.409913,-3
-0.46382,-3
2.136628,-4
-0.209085,-6
-0.316006,-5
-0.753278,-6
0.05003,-5
-0.685118,-4
-0.281445,-4
0.505974,-4
0.089783,-4
0.025872,-4
-1.475321,-6
0.182948,-4
2.082614,-4
-2.13929,-5
-0.280729,-3
0.007704,-4
-0.338601,-5
0.513137,-4
-2.92977,0
1.204813,-5
-1.576365,-7
2.032523,-4
0.289528,-4
-0.271531,-6
0.065006,-4
0.3733,-4
-0.310275,-4
0.060888,-5
1.154078,-3
-0.776346,-4
0.030918,-5
-0.16671,-4
3.335615,-3
0.267909,-4
1.536923,-4
-0.404808,-5
-0.179717,-5
-0.031529,-4
2.67851,-4
-0.392159,-4
-1.91108,-8
0.236344,-4
0.340058,-4
-0.544352,-5
1.160078,-5
-0.399941,-3
0.155355,-4
-1.504412,-7
0.277921,-4
4.084323,-3
-0.380731,-4
-0.491673,-4
0.006955,-4
-1.469177,-4
-0.42335,-3
-0.544352,-5
-0.310568,-3
-0.008575,-5
-0.673755,-6
0.078648,-5
-2.229297,-4
-0.400934,-5
0.113909,-4
-0.172619,-5
-0.761401,-6
-0.28965,-3
-0.050559,-4
-1.577098,-7
1.74815,-3
-0.588648,-4
2.665047,-5
-0.33108,-3
1.692518,-5
-1.535684,-7
-0.33642,-5
0.138767,-5
1.913377,-4
1.551671,-4
-0.542773,-4
-0.265703,-4
-0.413485,-4
-0.035533,-5
-0.194873,-3
-0.424262,-3
0.248097,-4
1.456878,-3
0.278279,-4
0.007379,-5
-0.771088,-5
1.897521,-4
-0.374155,-5
0.023951,-4
0.055646,-4
-0.162233,-3
-0.470673,-4
-1.452856,-7
-0.448289,-3
0.469731,-7
0.46474,-4
-0.523076,3
1.678909,-5
-0.124531,-4
0.008616,-5
-0.099445,-5
-0.169022,-4
0.288437,-4
0.403514,-4
-0.430236,-4
-0.044877,-4
-0.021924,-5
-0.604422,-4
-0.307671,-5
-0.280989,-4
-0.604748,-6
2.298768,-4
2.077047,-5
-0.532127,-6
-0.308713,-5
-0.72518,-5
0.725465,-7
-0.533413,-4
0.219576,-5
-0.707811,-4
-0.055215,-3
-0.057087,-4
0.222849,-4
-1.727754,-4
-0.383629,-3
0.335012,-4
2.066188,-4
-0.825378,-5
1.426404,-5
1.485823,-5
-0.049956,-5
-0.440215,-5
1.387367,-4
-0.011587,-4
-0.371631,-3
0.368107,-4
0.977606,-5
0.142528,-4
-0.738562,-5
-0.26318,-3
-0.192578,-4
-0.486317,-4
0.131734,-4
-0.032717,-4
0.449649,-4
-0.626594,-5
0.564963,-6
-0.345454,-3
0.953405,-3
0.462835,-4
-0.219975,-6
-0.049289,-4
-0.42838,-3
-0.086633,-5
-0.154208,-6
1.67212,-3
-0.136105,-4
0.288437,-4
0.119004,-5
0.450788,-4
-0.143822,-4
0.955294,-3
-1.597105,-7
-0.838939,0
-0.440134,-4
0.061604,-5
-0.423415,-4
-0.336045,-5
-0.091647,-5
-0.489541,-3
-0.120119,-5
-0.501506,-5
1.662679,-3
-0.031691,-5
-0.363834,-3
2.039019,-4
-0.730911,-5
-0.200278,-6
-0.353334,-6
-0.171561,-5
-0.785478,-5
0.008844,-4
-0.068108,-4
-0.34285,-4
0.183046,-4
-0.618325,-4
-0.244964,-6
-0.027247,-5
-1.581542,-7
2.747029,-3
0.084314,-5
-0.670987,-5
-0.613425,-4
1.609918,-6
-1.907042,-8
-0.213854,-3
-0.519462,-4
2.234677,-4
0.029127,-4
1.496909,-5
-0.064705,-3
0.084965,-5
1.954139,-5
0.199504,-4
-1.576398,-7
1.918602,-4
2.188216,-4
-0.070924,-4
-0.70418,-5
-1.980982,-7
-0.529311,-5
-0.226812,-6
-0.661692,-5
-0.230736,-6
-0.762134,-6
-0.256668,-3
1.765595,-5
-0.413029,-4
1.899067,-5
-0.044796,-5
-0.372152,-3
-0.423187,-4
-0.363687,-5
2.042193,-4
-1.571009,-7
0.21033,-4
-0.486204,-4
-0.471292,-3
1.877546,-4
-0.119598,-5
-0.150122,-5
-0.567892,-5
-0.362938,-4
1.944811,-5
0.000281,-3
-0.034849,-5
-0.067359,-5
-0.099656,-5
-0.188329,-4
-0.319961,-3
-0.243043,-4
-1.533349,-4
-1.461337,-7
0.289446,-4
0.057567,-4
1.349371,-3
-0.383792,-5
-0.262496,-5
2.294079,-4
-0.328475,-4
1.218526,7
2.060442,-4
-0.271645,-6
-0.461703,-4
-0.096433,-5
0.235807,-4
-0.342459,5
-0.044796,-5
-0.354522,-5
-0.563285,-5
0.03082,-5
0.099648,-4
-0.017024,-4
2.768419,-3
1.164376,-5
-0.632097,-4
0.050095,-4
0.059602,-5
0.224314,-4
-0.477413,-4
5.776958,-3
0.043909,-5
0.004399,-5
-0.168533,-4
4.147356,-2
-0.543669,-3
-0.279508,-4
0.051332,-5
0.467198,-4
-0.421445,-4
-0.050347,-5
-0.813706,-6
-0.28742,-5
-0.498576,-3
1.467264,-4
0.406363,-4
1.398892,-5
0.538673,0
0.370598,-4
-0.29022,-6
-0.531085,-3
0.098037,-4
-0.075238,-6
-0.094301,-4
0.373072,-4
0.064502,-4
-0.48145,-3
-0.11045,-5
0.06302,-4
-0.544824,-3
0.272728,-4
0.364102,-4
-0.571848,-4
0.301216,-4
-0.341564,-5
1.831151,-5
0.02846,-5
-0.422796,-3
1.539153,-3
1.504723,-4
-0.048361,-3
-0.504892,-3
0.023462,-4
-0.313206,-4
-0.140045,-3
0.483444,-4
0.054246,-5
0.092486,-4
1.590953,-4
-0.233845,-3
-1.779154,-7
0.320702,-4
-0.57792,-3
0.370093,-4
-0.801204,-4
3.536337,-3
-0.575429,-6
-0.302771,-3
-0.30352,-5
0.03782,-5
-0.311724,-4
-0.285271,-3
-1.614995,-7
-0.319066,-6
-0.573004,-5
1.824493,-4
0.238721,-4
-0.187254,-4
-0.365722,-5
-0.146687,-3
-0.265378,-3
-0.513129,-3
-0.403652,-3
1.86563,-5
1.80836,-5
-0.544336,-5
0.240609,-4
0.052114,-4
1.586965,-5
1.884302,-5
1.760548,-4
-0.546859,-5
-0.676343,-5
0.135511,-4
-0.236303,-3
-0.666087,-3
-0.220512,-4
0.236832,-4
1.872874,-5
0.484502,-4
-0.060147,5
-0.327971,-3
-0.791355,-5
-0.160052,-4
-2.287983,-4
0.168639,-5
-0.256489,-6
-0.489557,-4
-0.28208,-3
-0.575413,-6
-0.562552,-6
-0.102359,-5
1.785732,-4
-0.513666,-4
4.040467,-2
-0.327401,-4
-0.310878,-3
0.569626,4
1.860844,-5
0.023006,-5
1.250818,-5
1.565085,-3
-0.734818,-3
0.232805,-7
-1.56943,7
-0.393152,-4
-0.237882,-4
-0.178984,-6
-0.088245,-4
0.085176,-4
0.110555,-4
0.036599,-4
-1.3719,-7
-0.333066,-3
-0.67478,-4
-0.413582,-4
-1.609786,-7
-0.064705,-3
-0.176429,-5
0.038276,-5
-0.019091,-3
-1.789654,-7
-0.48762,-5
1.747134,-4
1.501125,-5
-0.486171,-4
-0.662506,-5
0.398077,-4
-0.096157,-5
-0.757071,-6
-0.609371,-5
0.142593,-5
-0.648539,-4
-0.549366,-3
-0.260168,-3
-0.065959,-6
-0.057608,-4
0.252232,-4
0.458326,-4
0.06543,-4
0.026832,-5
0.484974,-4
0.528824,-6
0.044006,-5
-0.342671,-5
0.302535,-4
0.136748,-5
-0.359617,-4
-0.103205,-4
1.430848,-3
-0.679176,-5
-0.36888,-3
-0.535138,-4
1.752523,-4
-0.284017,-5
-0.822497,-5
-0.051291,-5
1.835904,-5
-0.361929,-5
0.084965,-5
2.113642,-4
-0.041589,-5
1.223257,-4
-0.026189,-3
-0.402887,-4
-0.251606,-4
-0.740792,-5
-0.560176,-4
-0.098631,-4
-0.346317,3
-0.402936,-4
-0.270375,-3
1.984279,5
0.253404,-4
-0.47121,-4
-0.220545,-4
-0.450992,-3
-2.262734,-6
-0.210029,-5
-0.307703,-5
1.465539,-5
0.017472,-4
-0.135438,-6
0.412549,-4
-0.362873,-4
-0.842357,-6
0.103507,-5
0.072479,-5
1.86799,-4
-0.144082,-5
1.066701,-4
1.844581,-4
1.531974,-5
-0.119598,-4
0.200123,-5
1.952023,-5
-0.337413,-4
1.51882,-6
1.756202,-5
-0.249033,-3
-0.225461,-4
0.272321,-4
-0.014696,-4
0.107072,-4
-0.813022,5
-0.077598,-4
-0.39045,-4
-0.526217,-3
0.059244,-5
-0.793829,-6
1.999411,-4
0.319579,-4
0.761068,-7
-0.729739,-5
-0.099445,-5
0.935231,-6
-0.10918,-4
-0.427175,-4
-2.381685,-4
0.959705,-4
1.016268,-6
0.410123,-4
6.02554,7
-0.653585,-6
-0.21431,-6
0.075458,-5
-0.568966,-4
-0.166026,-4
0.40003,-4
-1.755061,-7
-0.582787,-5
-0.233357,-6
0.362702,-4
-0.195785,-5
0.307272,-4
-0.498169,-3
-0.674048,-5
-0.315957,-5
0.017553,-4
0.370516,-4
-0.199252,-4
-0.32281,-5
-0.593922,-3
-0.415829,-3
1.563604,-5
-0.493057,-4
-0.326229,-4
-0.423496,-3
1.927604,1
-1.577879,-7
-0.312506,-3
0.246469,-4
-0.256489,-5
2.264582,-3
-0.165961,-3
1.382011,-3
-0.090003,-4
-0.371354,-5
-0.809425,-5
-0.336941,-6
-1.548072,-7
1.311962,-3
1.911342,-5
-0.218591,-3
-0.581111,-6
-1.512356,-7
1.348997,-5
2.153754,-4
-0.801204,-4
-0.330103,-5
0.241586,-4
0.412435,-4
-0.021321,-5
-0.387178,-3
-0.03511,-5
1.350381,-3
-0.252599,-3
-0.489541,-3
-1.539965,-7
-0.139589,-6
-0.137489,-4
0.76937,-7
0.035183,-5
-3.583798,-8
-0.170536,-4
0.109253,-4
-0.054156,-4
2.088556,-4
-1.762494,-5
1.555253,-6
-0.402513,-5
-0.260836,-4
0.726996,-7
-0.606669,-4
0.246974,-4
-0.209182,-5
0.271946,-4
-0.154143,-4
-0.387048,-4
-0.109343,-4
-0.237492,-4
2.127837,-4
-1.554437,-7
0.060969,-5
-0.717383,-5
-0.34311,-4
5.098152,-2
-0.224729,-4
3.234197,-3
-0.198926,-4
0.059602,-5
0.412012,-4
0.207416,-4
0.103995,-4
-0.07895,-4
-0.438506,-4
1.482811,-4
1.844418,-4
-0.05764,-5
-0.654464,-5
-0.658371,-4
0.174402,-4
0.293646,-4
-0.079617,-3
-0.330771,-5
-1.478446,-6
-0.076849,-5
-0.275243,-3
-0.12624,-4
-0.10104,-4
1.405687,-3
0.470535,-4
-0.094626,-5
-2.326987,-4
0.11692,-4
-0.801855,-5
-0.829041,0
-0.635711,-5
-0.505869,-3
-0.588518,-4
0.137888,-5
-0.687136,-5
-0.455599,-5
0.279532,-4
0.470665,-4
1.945186,-4
0.023853,-5
-0.10415,-3
-0.344038,-4
-0.428331,-3
-0.207847,-6
-0.185154,-4
0.720826,-7
-0.124808,-4
-0.144473,-5
0.233577,-4
-0.468378,-3
-0.25898,-6
-0.263815,-4
0.93431,-3
-1.564205,-7
-0.142715,-4
-0.773904,-5
-0.248496,-4
-0.127852,-4
-1.792268,-5
0.074774,4
-0.401764,-4
2.180272,-4
0.033262,-4
1.768314,-4
-0.335459,-5
2.287877,-4
-0.126452,-4
-0.827739,6
0.000167,-4
-1.450902,-7
4.874445,-3
1.829442,-3
0.117816,-5
-0.437594,-4
-0.343761,-5
-0.017301,5
-0.486903,-3
-0.342589,-3
0.091818,-4
0.072625,-5
-0.041182,-4
-0.518371,-4
1.894265,-4
1.580909,-4
-0.507855,-4
1.438597,-3
-0.607255,-6
-0.024854,-5
-0.037715,-4
-1.795058,-7
-0.185138,-5
0.216125,-4
-0.358266,-3
0.495719,-4
0.230011,-4
-0.349866,-4
-0.16264,-6
-0.474596,-6
1.892572,-3
-1.779382,-8
-2.233904,-3
-0.19458,-4
-2.205138,1
1.324822,-3
0.048402,-5
-0.403636,-3
-0.396717,-4
0.124132,-5
0.013483,-5
0.075197,-5
-0.198275,-6
0.170658,-5
0.277921,-4
-1.590463,-7
-0.81369,-6
-0.533576,-4
-0.618357,-4
-0.140045,-3
-0.361896,-5
0.106013,-5
-0.492227,-3
0.430944,-4
0.236572,-4
-0.018473,-4
-0.374382,-4
-1.585693,-7
1.345725,-3
-1.150081,-8
1.105983,-6
6.056063,7
0.331658,-4
-0.788343,-6
-0.069573,-4
0.227211,-4
0.29866,-4
1.863058,-5
-0.252599,-3
0.441916,-4
-0.363199,-5
1.89853,-4
-0.337559,-5
-0.175908,-5
-0.084631,-4
1.589602,-4
-0.172278,-4
-0.448778,-4
0.250995,-4
-0.175387,-5
0.330974,-4
-0.178708,-3
-0.09251,-4
-0.551987,-5
-0.585001,-4
-0.498478,-3
-0.706264,-4
-0.394568,-3
0.251207,-4
-1.57184,-8
-1.702968,-5
-0.042875,-4
-0.424424,-4
-0.080561,-4
-0.67356,-6
-0.391296,-6
-2.095824,-5
0.237728,-4
3.342459,-2
-0.683718,-5
-0.747629,-6
-0.308013,-4
-0.041573,-4
1.47975,3
-0.765455,-6
-0.355303,-5
-2.08105,-7
1.91436,-4
1.349094,-3
-0.065828,-4
-1.759619,-7
0.331316,-4
1.243655,-4
-0.80065,-6
0.30527,-4
3.761597,-2
0.006792,-5
-0.022249,-5
0.108211,-4
-1.551507,-8
2.354914,-4
-0.187629,-4
0.02903,-4
-1.66481,-7
0.001941,-5
-0.649678,-6
-1.591586,-7
0.303284,-4
0.390207,5
0.623128,-4
-0.386331,-5
-0.291978,-3
-0.346415,-3
-0.787529,-5
-0.032668,-4
-0.440925,-3
0.047523,-4
0.934082,-3
-1.788856,-7
0.49103,-4
-0.381936,-4
-0.519413,-4
-0.357273,-4
-1.853793,-8
0.049672,-5
-0.328752,-5
-0.451708,-3
-0.359227,-3
-2.285183,-3
-0.648018,-6
-1.973477,-7
-0.464894,-3
-1.527088,-7
-1.544214,-7
0.219821,-4
-0.74006,-4
-0.105729,-5
0.226756,-4
0.108358,-5
1.438988,-5
-0.037829,-4
-0.017545,-5
-1.257507,-8
0.430928,-4
-2.115848,-4
0.102546,-4
-1.720647,-8
-0.478178,-4
-0.262968,-4
-0.363427,-4
-0.076557,-5
-0.566117,-5
-0.564131,-4
-0.284733,-6
0.350428,-4
-0.418238,-3
1.81326,-5
-0.279524,-5
-0.480197,-4
-0.236971,5
1.084673,0
0.130774,-5
-0.59249,-4
-0.318854,-6
-0.430773,-3
-0.291815,-3
-0.504338,-3
0.125907,-4
0.041255,-4
-0.073138,-4
-0.779113,-5
-0.271043,-6
0.304977,-4
-0.248496,-5
0.218453,-4
-0.473245,-4
-0.386413,-5
-0.574078,-4
-0.258801,-4
-0.265459,-5
1.501109,-3
-0.306726,-5
0.007558,-4
-0.325529,-3
1.753744,-6
5.706649,7
0.003651,-5
-0.273615,-3
-1.731287,-4
0.034825,-5
-0.241952,-6
0.043681,-5
3.203348,-3
0.246714,-4
-0.553664,-5
-0.230736,-6
-0.058454,-4
0.034434,-5
2.296733,-4
-0.171822,-4
-0.476371,-3
0.4846,-4
-0.256506,-3
0.368579,-4
-1.824377,-8
-0.30601,-6
0.052309,-5
-0.568966,-4
-0.123684,-4
0.084606,-5
-0.006866,-4
-0.099445,-5
2.574991,-7
-0.388008,-5
-0.69088,-6
-0.217631,-6
0.042216,-4
0.02063,-5
-0.568966,-4
-0.238175,-3
-0.478862,-6
-0.251817,-4
-1.597593,-8
-0.34692,-3
-0.155331,-6
0.103555,-4
0.020451,-5
-0.811606,-6
-0.43315,-4
1.698362,-5
2.25081,-4
1.582439,4
-0.19458,-4
-0.346317,-3
0.306637,-4
-0.216719,-4
-0.361929,-5
-0.103352,-4
-0.776753,-6
-0.361929,-5
0.460198,-4
-0.097622,-4
-0.134152,-5
-1.580858,-7
-0.474596,-6
-0.768353,-4
-0.070956,-4
-0.39395,-4
-0.507855,-4
-0.559638,-5
-0.420664,-4
1.881079,-4
-0.055052,-5
0.226528,-4
1.228011,-3
-0.704083,-5
-0.126712,-4
1.689686,-4
-0.485324,-4
0.38157,-4
0.078811,-4
-0.027263,-5
1.390394,-3
-0.011538,-4
-0.417848,-5
-0.22958,-6
0.026832,-5
-0.664997,-6
-0.298017,-5
-1.862301,-5
0.064746,-5
0.350818,-4
-0.423952,-3
-0.23505,-5
-0.810027,-6
-1.877685,-4
-0.618504,-4
-0.674048,-5
-0.33725,-4
-0.415422,-4
-1.621833,-7
-0.228864,-4
-0.124531,-4
0.396937,-4
-1.789263,-7
-0.485308,-4
-0.195215,-3
-0.034198,-4
5.762111,7
0.230369,-4
0.277921,-4
-0.515229,-3
